09-bve-deelnemers-per-kwalificatie-leerweg-en-verblijfsjaren-aan-de-instelling-opleiding--minis,http://data.duo.nl/organisatie/open_onderwijsdata/Images/09.%20Deelnemers%20per%20kwalificatie%2C%20type%20mbo%20en%20verblijfsjaren%20aan%20de%20instelling-opleiding_tcm33-27773.csv,404,File Not Found
1-decimeter-interval-isohypsen-freatisch-pakket,http://geoservices.provincie-utrecht.nl/arcgis/services/w01-2_grondwatersysteembenadering/MapServer/WMSServer,400,Bad Request
1-decimeter-interval-isohypsen-freatisch-pakket,http://geoservices.provincie-utrecht.nl/arcgis/services/wfs_w01_water/MapServer/WFSServer,400,Bad Request
1-meter-interval-isohypsen-eerste-watervoerend-pakket,http://geoservices.provincie-utrecht.nl/arcgis/services/w01-2_grondwatersysteembenadering/MapServer/WMSServer,400,Bad Request
1-meter-interval-isohypsen-eerste-watervoerend-pakket,http://geoservices.provincie-utrecht.nl/arcgis/services/wfs_w01_water/MapServer/WFSServer,400,Bad Request
250-meterzone-verzuringsgevoelige-gebieden-in-ecologische-hoofdstructuur-ehs,http://geoservices.provincie-utrecht.nl/arcgis/services/n01-2-2_natuur/MapServer/WMSServer,400,Bad Request
250-meterzone-verzuringsgevoelige-gebieden-in-ecologische-hoofdstructuur-ehs,http://geoservices.provincie-utrecht.nl/arcgis/services/wfs_n01_ecologie_natuur_landschap/MapServer/WFSServer,400,Bad Request
aardgasvulpunten-zuid-holland,http://geoservices.zuid-holland.nl/arcgis/services/Milieu/Milieu_biogas/MapServer/WmsServer,400,Bad Request
aardgasvulpunten-zuid-holland,http://geoservices.zuid-holland.nl/arcgis/services/Milieu/Milieu_biogas_WFS/MapServer/WFSServer,400,Bad Request
aardkundige-waarden,http://geoservices.zuid-holland.nl/arcgis/services/Bodem/Bodem_beheer/MapServer/WmsServer,400,Bad Request
aardkundige-waarden,http://geoservices.zuid-holland.nl/arcgis/services/Bodem/Bodem_beheer_WFS/MapServer/WFSServer,400,Bad Request
aardkundige-waarden-01-02,http://services.inspire-provincies.nl/ProtectedSites/services/download_PS,400,Bad Request
aardkundige-waarden-01-02-03,http://geoservices.provincie-utrecht.nl/arcgis/services/m01-2_bodem/MapServer/WMSServer,400,Bad Request
aardkundige-waarden-01-02-03,http://geoservices.provincie-utrecht.nl/arcgis/services/wfs_m01_milieu/MapServer/WFSServer,400,Bad Request
aardkundige-waarden-in-flevoland,http://\\Dattero\kgodata\Geo_Data\Metadata\metadata.gdb,0,"HTTPConnectionPool(host='%5C%5CDattero%5Ckgodata%5CGeo_Data%5CMetadata%5Cmetadata.gdb', port=80): Max retries exceeded with url: / (Caused by <class 'socket.gaierror'>: [Errno -2] Name or service not known)"
aardkundige-waarden-in-flevoland,http://geo.flevoland.nl/arcgis/services/INSPIRE_AW/MapServer/WmsServer,400,Bad Request
aardkundige-waarden-in-flevoland,http://geo.flevoland.nl/arcgis/services/INSPIRE_AW/MapServer/WFSServer,400,Bad Request
aardkundige-waarden-wfs-voor-inspire,http://geoservices.zuid-holland.nl/arcgis/services/Anders/Inspire_WFS/MapServer/WFSServer,400,Bad Request
